Respiratory Metrics,rPPG Metrics,Heart Rate,Respiratory Signal Values,rPPG Signal Values
"{'peak_frequency': 0.4782608695652174, 'bpm': 28.695652173913043}",{'heart_rate': 82.16833095577746},82.16833095577746,"[-6.738952813607991, -6.300478296309762, -5.869115728511344, -5.446532843604871, -5.034310273205561, -4.633926745943828, -4.246745498799731, -3.8740020968660795, -3.516793837399129, -3.1760708908106374]","[117.57634114583334, 117.900537109375, 118.62383138020833, 122.5142578125, 123.52676106770834, 123.66767903645834, 123.70742838541666, 123.87178059895834, 123.90306640625, 124.14948893229166]"
